"sp","quadrat","lx","ly","tag","stem","dbh.2018","codes.2018","status.2015","status.2016","status.2017","status.2018","new.status","codes.2013","dbh.2013","status..2017","dbh.if.dead","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","Old.comments","X2019.comments","cored","Date","surveyors"
"pist",1121,12.8,8.1,112179,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,10.1,8.3,112180,1,215,"NULL","A","AU","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1121,1.8,5.4,112184,1,475,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1121,13.4,13,112188,1,525,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,12.4,12.7,112189,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cato",1121,11.1,12.4,112190,1,144,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1121,6.6,12.1,112191,1,127,"B","A","A","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1121,9.1,13.1,112192,1,331,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1121,4.7,11.5,112194,1,209,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,1.8,15.6,112196,1,219,"NULL","A","AU","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,9.6,14.9,112198,1,180,"NULL","A","AU","AU","AU","","","","","","","","","","","","","","","","","","70% DF","","","",""
"nysy",1121,16.4,16.7,112201,1,111,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,14.6,17.3,112203,1,160,"NULL","A","AU","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,14.8,17.4,112204,1,127,"NULL","A","AU","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1121,15.4,18.6,112205,1,154,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1121,16,19.9,112206,1,570,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1121,14.5,20,112207,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1121,9.2,19,112209,1,183,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1121,2.9,19.1,112210,1,280,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1122,8,2.1,112213,1,696,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,12.7,2.5,112214,1,214,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1122,16.2,1.1,112215,1,170,"NULL","A","AU","AU","AU","","","","","","","","","","","","","","","","","","65% DF","","","",""
"quve",1122,16.4,1.2,112217,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1122,13,4.7,112220,1,238,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,7.9,5.8,112221,1,105,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,6.5,2.6,112222,1,243,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,3.1,6.7,112224,1,209,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1122,7.5,11.8,112230,1,159,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1122,11.8,9,112232,1,149,"NULL","A","A","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"cato",1122,17.8,10.3,112237,1,121,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,16.3,10.4,112238,1,132,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1122,3,14.9,112240,1,243,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caco",1122,11.8,11.4,112243,1,117,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1122,17.8,11.3,112245,1,170,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quru",1122,15.9,17.6,112249,1,130,"NULL","A","A","AU","AU","","","","","","","","","","","","","","","","","","DF; vine","","","",""
"pist",1122,10.8,18.4,112250,1,431,"NULL","A","A","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1122,13.6,19.4,112252,1,469,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1122,10.8,19.6,112256,1,98,"DS","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"pist",1122,7.3,18.9,112257,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"pist",1123,0.6,0.5,112258,1,164,"NULL","A","AU","AU","A","","","","","","","","","","","","","","","","","","","","","",""
"pist",1123,2.3,0.8,112259,1,125,"NULL","A","AU","AU","AU","","","","","","","","","","","","","","","","","","80% DF","","","",""
"nysy",1123,4.4,19.6,112260,1,256,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quru",1123,17.5,1.5,112262,1,129,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"frpe",1123,14.5,3.1,112264,1,49,"DS;R","A","AU","DS","PD","","","","","","","","","","","","","","","","","","","","","",""
"pist",1123,4.2,2.6,112266,1,122,"NULL","A","AU","AU","AU","","","","","","","","","","","","","","","","","","60% DF","","","",""
"pist",1123,1.3,3.6,112267,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1123,10.7,4,112268,1,226,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1123,8.9,7.2,112271,1,672,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1123,1.8,9.9,112273,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"frpe",1123,9.3,11.1,112274,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"qual",1123,12,11.2,112275,1,548,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1123,14,11.6,112277,1,116,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1123,18.4,14.7,112278,1,440,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1123,18.4,14.4,112280,1,224,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"amar",1123,6.2,17.5,112283,1,222,"J","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1123,5.2,12.4,112285,1,118,"I;M","A","A","AU","AU","","","","","","","","","","","","","","","","","","redbuds present and breaking","","","",""
"ceca",1123,5.2,12.4,112285,2,0,"DS",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cato",1123,15.3,19.3,112290,1,143,"NULL","A","A","AU","AU","","","","","","","","","","","","","","","","","","crown grew back","","","",""
"unk",1123,18.3,19.8,112291,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1124,0.3,1.6,112293,1,192,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1124,3.3,3.3,112295,1,723,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"prav",1124,7.1,3.1,112296,1,0,"DS","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1124,11.8,5.8,112300,1,104,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cato",1124,2,9.4,112303,1,219,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1124,17.1,7.8,112307,1,792,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceca",1124,18.4,12.2,112308,1,100,"I",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"qual",1124,13.5,11.8,112309,1,520,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","tag on ground","","","",""
"caco",1124,1.2,14.9,112310,1,165,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1124,3,15,112311,1,478,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1124,4.5,15.7,112312,1,243,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"frpe",1124,4.6,20,112315,1,216,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"quve",1125,8.7,1,112316,1,841,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1125,11.1,2.8,112318,1,337,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1125,2.7,2,112319,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1125,2.5,5.5,112320,1,402,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1125,11.5,7.3,112322,1,265,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"juni",1125,16.1,7.3,112323,1,677,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ceoc",1125,16.9,8.3,112325,1,114,"NULL","A","A","A","AU","","","","","","","","","","","","","","","","","","break at  ?4m","","","",""
"unk",1125,7.2,11.6,112326,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1125,3.3,13.4,112329,1,191,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1125,3.8,15.1,112330,1,187,"L","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1125,9.5,14.9,112335,1,185,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1125,17,13.8,112336,1,518,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1125,14.2,16.7,112342,1,201,"L","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1125,4.9,18.2,112344,1,452,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1125,2.9,19.2,112345,1,197,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1125,11.4,19.9,112346,1,314,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1126,11.7,5.6,112350,1,607,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1126,18,6.4,112351,1,105,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"nysy",1126,14.2,6.7,112352,1,101,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"qual",1126,14,9.8,112354,1,518,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1126,13,15.2,112357,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"qual",1126,19.1,15.4,112359,1,460,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1126,17.8,17.1,112360,1,279,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"qual",1126,10.5,19.3,112362,1,714,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1126,10.7,0,112364,1,175,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,18.8,3,112366,1,181,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1127,15.2,5,112367,1,118,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1127,11,7.4,112368,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1126,0.9,3.6,112377,1,171,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1126,6.1,5.5,112378,1,110,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1126,9.2,7.8,112380,1,139,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1126,1.1,10.4,112383,1,308,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1126,1,14.2,112385,1,0,"DN","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"quru",1126,9.6,14.6,112387,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1126,2.7,17.1,112388,1,194,"M","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1126,2.7,17.1,112388,2,150,"S","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"nysy",1127,2.1,3.5,112394,1,101,"NULL","A","A","A","AU","","","","","","","","","","","","","","","","","","","","","",""
"unk",1127,2.7,5.2,112395,1,0,"DS","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,9.5,5.4,112396,1,100,"NULL",NA,NA,NA,NA,"","","","","","","","","","","","","","","","","",NA,"","","",""
"cagl",1127,4.6,6,112397,1,185,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"unk",1127,4.8,11,112398,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,8.9,10.9,112399,1,178,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,3.4,11.6,112400,1,120,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,4.4,13.8,112402,1,369,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,6,17.3,112404,1,132,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"cagl",1127,6.2,18.6,112405,1,158,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1127,3.9,19.5,112406,1,558,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"caovl",1127,13.4,19.2,112407,1,112,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"frpe",1128,8.1,4,112410,1,39,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","gallery seen","","","",""
"litu",1128,10.4,6.4,112411,1,278,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"fram",1128,0.3,6,112412,1,121,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","spp = fram","","","",""
"litu",1128,3.1,10.3,112414,1,308,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1128,12.8,8.7,112417,1,448,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1128,9.3,10.9,112418,1,590,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1128,3.1,12.4,112420,1,225,"NULL","A","A","AU","DS","","","","","","","","","","","","","","","","","","","","","",""
"litu",1128,5.2,16.5,112421,1,208,"DS","A","DS","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
"frpe",1128,8.5,14.6,112423,1,136,"NULL","A","A","AU","AU","","","","","","","","","","","","","","","","","","","","","",""
"litu",1128,8.5,17.4,112424,1,357,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1129,1.6,0.3,112425,1,557,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"litu",1129,9,0.9,112427,1,327,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","","","","",""
"ulru",1129,9.1,3.5,112428,1,114,"NULL","A","A","A","A","","","","","","","","","","","","","","","","","","leaning","","","",""
"unk",1129,4.5,3.3,112429,1,0,"DC","PD","PD","PD","PD","","","","","","","","","","","","","","","","","","","","","",""
